Index,Ticker,AveragePriceTarget,NumRatings,ClosingPrice,MarketCap,ExpectedGrowthRate,OverallRecommendation,ProjectedMarketCap,TotalRevenue,NormEBITDA,ReturnOnAssets,ChangeNormEBITDA,ChangeRevenue,OperatingCashFlow,ChangeOCF,Sector
586,DOCN,37.5,12,37.68,3673249901.750183,-0.005,0,3654883652.241432,576322000.0,86628000.0,-0.00315,0.0,147761000.0,195152000.0,0.0,Technology
587,DOCS,39.0,16,30.84,6139072110.374451,0.265,1,7765926219.62368,343548000.0,129131000.0,0.07535,10555000.0,136651000.0,179927000.0,53352000.0,Healthcare
588,DOCU,60.0,15,55.93,11246068881.362917,0.073,0,12067031909.70241,2515915000.0,31098000.0,-0.01924,0.0,408702000.0,506759000.0,0.0,Technology
589,DOMO,22.0,4,14.28,519410714.287281,0.541,1,800411910.7167001,308645000.0,-83583000.0,-0.30183,0.0,50684000.0,-10890000.0,0.0,Technology
590,DOOO,102.69,15,71.74,5637572948.127747,0.431,1,8067366888.770805,7647900000.0,1389300000.0,0.14770001,0.0,2385500000.0,649500000.0,0.0,Consumer Cyclical
591,DOOR,109.0,7,86.0,1910687800.0,0.267,1,2420841442.6,2891687000.0,422577000.0,0.09042,0.0,294767000.0,189197000.0,0.0,Industrials
592,DOV,162.5,14,142.89,20482709852.508545,0.137,1,23288841102.302216,8508088000.0,1711499000.0,0.08095,0.0,601007000.0,805724000.0,0.0,Industrials
593,DOW,57.5,20,54.64,38684518090.75781,0.052,0,40696113031.47722,56902000000.0,9628000000.0,0.061290003,47000000.0,1934000000.0,7475000000.0,0.0,Basic Materials
594,DOX,99.0,7,95.85,11558359615.997314,0.033,0,11939785483.325226,4576697000.0,921231000.0,0.06524,31899000.0,288057000.0,635827000.0,-120892000.0,Technology
595,DRH,10.75,10,8.03,1705716483.2782743,0.339,1,2283954371.1096096,1001503000.0,272958000.0,0.03312,0.0,434369000.0,206239000.0,0.0,Real Estate
596,DRI,165.0,19,153.06,18628167002.86865,0.078,0,20081164029.092403,9630000000.0,1530500000.0,0.07129,8700000.0,2433900000.0,1480100000.0,224000000.0,Consumer Cyclical
598,DRS,16.0,7,13.7,3699863158.089569,0.168,1,4321440168.648617,2879000000.0,293000000.0,0.03891,0.0,-186000000.0,33000000.0,0.0,Industrials
599,DRVN,38.0,11,29.83,4993661307.228088,0.274,1,6361924505.408585,2033194000.0,493169000.0,0.03728,0.0,565914000.0,197176000.0,0.0,Consumer Cyclical
600,DSEY,8.4,13,8.15,2643175276.283264,0.031,0,2725113709.8480453,2765900000.0,197100000.0,0.0128999995,-8000000.0,147000000.0,33700000.0,0.0,Consumer Cyclical
602,DSGX,84.0,9,80.42,6915612874.86084,0.045,0,7226815454.229578,486014000.0,201277000.0,0.067379996,0.0,61324000.0,192395000.0,0.0,Technology
603,DSP,6.0,6,4.27,262380823.82798195,0.405,1,368645057.4783146,197168000.0,-33268000.0,-0.08028,0.0,-26959000.0,-3530000.0,0.0,Technology
604,DSX,4.7,6,3.88,412975572.180748,0.211,1,500113417.9108858,289972000.0,141689000.0,0.08523,39731000.0,75769000.0,158859000.0,0.0,Industrials
605,DT,50.0,19,41.07,11871365551.78833,0.217,1,14447451876.526398,929445000.0,146020000.0,0.023640001,7268000.0,225936000.0,322763000.0,71846000.0,Technology
606,DTC,9.5,6,7.86,500437562.50071526,0.209,1,605029013.0633647,403717000.0,87091000.0,0.03224,0.0,113910000.0,32395000.0,0.0,Consumer Cyclical
607,DTE,130.0,15,112.13,23110889473.90747,0.159,1,26785520900.25876,19228000000.0,3247000000.0,0.02646,0.0,4264000000.0,1977000000.0,0.0,Utilities
608,DTM,59.5,6,48.53,4701993933.728027,0.226,1,5764644562.750562,920000000.0,785000000.0,0.03419,0.0,80000000.0,725000000.0,0.0,Energy
609,DUK,107.5,16,98.84,77084025851.8086,0.088,0,83867420126.76775,28768000000.0,12575000000.0,0.023540001,560000000.0,3671000000.0,5927000000.0,0.0,Utilities
610,DUOL,116.0,8,136.63,5488386307.141113,-0.151,0,4659639974.762805,369495000.0,-60325000.0,-0.06577,0.0,118723000.0,53656000.0,0.0,Technology
611,DV,34.0,11,30.42,5035635309.26947,0.118,1,5629840275.763268,452418000.0,94601000.0,0.03496,0.0,119677000.0,94862000.0,0.0,Technology
612,DVA,86.0,7,82.94,7497776220.703125,0.037,0,7775193940.869141,11609894000.0,2055899000.0,0.05219,0.0,-8903000.0,1564570000.0,0.0,Healthcare
613,DVAX,22.5,4,10.03,1279677515.9311297,1.243,1,2870316668.2335243,722683000.0,304898000.0,0.20138,6668000.0,283241000.0,62716000.0,0.0,Healthcare
614,DXC,33.0,11,24.91,5671558585.258484,0.325,1,7514815125.467491,16265000000.0,3060000000.0,0.04289,-285000000.0,-1464000000.0,1271000000.0,-230000000.0,Technology
615,DXCM,129.0,18,112.82,43746519884.22656,0.143,1,50002272227.67096,2909800000.0,565300000.0,0.03652,148400000.0,461300000.0,669500000.0,0.0,Healthcare
616,DY,125.0,7,88.25,2591717175.0,0.416,1,3669871519.8,3808462000.0,348162000.0,0.04744,-16759000.0,677943000.0,164789000.0,0.0,Industrials
617,DYN,25.0,6,9.11,534142054.87012863,1.744,1,1465685798.563633,0.0,-169278000.0,-0.29805002,1684000.0,0.0,-153645000.0,0.0,Healthcare
618,DZSI,18.5,6,7.46,235503995.204258,1.48,1,584049908.1065599,375691000.0,-24803000.0,-0.06121,4686000.0,25485000.0,-50898000.0,0.0,Technology
619,EA,134.0,20,126.15,34593862618.43872,0.062,0,36738682100.78192,6991000000.0,2035000000.0,0.073130004,449000000.0,1362000000.0,1377000000.0,-522000000.0,Communication Services
620,EAF,6.0,6,4.61,1195820167.7532349,0.302,1,1556957858.4147117,1281250000.0,540907000.0,0.19653,-3475000.0,-64538000.0,324628000.0,0.0,Industrials
621,EAT,38.0,17,37.73,1661312247.843933,0.007,0,1672941433.5788407,3804100000.0,306400000.0,0.03529,-34500000.0,466300000.0,212800000.0,-39400000.0,Consumer Cyclical
622,EB,9.5,4,8.25,822459000.0,0.152,1,947472768.0,187134000.0,-48920000.0,-0.044109996,19791000.0,81128000.0,8610000.0,-1503000.0,Technology
623,EBAY,49.0,18,43.85,23542187180.786133,0.117,1,26296623080.93811,9795000000.0,2865000000.0,0.06406,73000000.0,-625000000.0,2254000000.0,0.0,Consumer Cyclical
624,EBS,23.0,5,10.27,544921089.2887115,1.24,1,1220623240.006714,1120900000.0,-34400000.0,-0.03334,0.0,-671800000.0,-34100000.0,0.0,Healthcare
625,ECL,170.0,19,166.1,47283691395.08789,0.023,0,48371216297.17491,14187800000.0,2674700000.0,0.05416,947200000.0,1454700000.0,1788400000.0,0.0,Basic Materials
626,ECVT,14.0,5,10.86,1414547535.281181,0.289,1,1823351772.9774425,820200000.0,211000000.0,0.03585,22263000.0,209000000.0,186606000.0,6000.0,Basic Materials
627,ED,92.0,13,98.51,35326279402.2251,-0.066,0,32994744961.67824,15670000000.0,5066000000.0,0.02557,0.0,1994000000.0,3935000000.0,0.0,Utilities
628,EDAP,13.5,4,10.45,377718378.1058312,0.292,1,488012144.51273394,44066000.0,318000.0,-0.0156,3935000.0,11043000.0,-3024000.0,0.0,Healthcare
629,EDIT,12.0,17,6.85,472445863.4224892,0.752,1,827725152.7162011,19712000.0,-219613000.0,-0.23698,6337000.0,-5832000.0,-177349000.0,0.0,Healthcare
630,EDR,30.0,13,22.0,6814192000.0,0.364,1,9294557888.0,5268137000.0,445385000.0,0.031140001,0.0,190424000.0,502934000.0,0.0,Communication Services
631,EE,30.0,7,22.22,2460331643.970489,0.35,1,3321447719.36016,888555000.0,285549000.0,0.03966,0.0,1584418000.0,225090000.0,0.0,Utilities
632,EEFT,130.0,9,106.39,5366226457.214355,0.222,1,6557528730.715942,3358741000.0,524219000.0,0.047470003,19000.0,363300000.0,748290000.0,0.0,Technology
633,EFX,214.5,18,199.4,24571463047.88208,0.076,0,26438894239.52112,5122200000.0,1681300000.0,0.05856,0.0,198300000.0,757100000.0,0.0,Industrials
634,EFXT,11.16,7,6.12,757007265.8443451,0.824,1,1380781252.9000854,1777798000.0,145762000.0,0.00044,0.0,817642000.0,19768000.0,0.0,Energy
635,EGHT,6.0,12,3.8,438006994.5037365,0.579,1,691613044.3213999,638130000.0,-55489000.0,-0.07904,50098000.0,105786000.0,51690000.0,17010000.0,Technology
637,EGLE,70.0,9,43.42,595227386.8988037,0.612,1,959506547.6808716,719847000.0,325354000.0,0.13045,-994000.0,125309346.0,298283000.0,1000.0,Industrials
639,EGO,10.05,9,10.84,2003242781.4783936,-0.073,0,1857006058.430471,871461000.0,313203000.0,0.00832,0.0,-72013000.0,210996000.0,0.0,Basic Materials
640,EGP,174.5,14,163.03,7162951238.366699,0.07,0,7664357825.052368,487025000.0,335342000.0,0.03147,-2070000.0,77550000.0,316501000.0,0.0,Real Estate
641,EHAB,17.0,8,13.42,687630067.9092407,0.267,1,871227296.041008,1083100000.0,142100000.0,0.03996,0.0,-23500000.0,80100000.0,0.0,Healthcare
642,EHC,70.0,12,61.07,6090352287.565613,0.146,1,6979543721.550192,4348600000.0,871500000.0,0.06301,0.0,-773000000.0,705800000.0,0.0,Healthcare
643,EHTH,10.0,7,9.08,252893433.87508392,0.101,1,278435670.6964674,405356000.0,-42373000.0,-0.04592,0.0,-132843000.0,-26869000.0,0.0,Financial Services
645,EIX,70.0,14,72.26,27648628415.45948,-0.031,0,26791520934.58024,17220000000.0,4376000000.0,0.02549,-137000000.0,2315000000.0,3216000000.0,0.0,Utilities
646,ELAN,14.0,7,8.8,4325578564.154388,0.591,1,6881995495.569632,4411000000.0,1034000000.0,0.01525,148000000.0,-347000000.0,452000000.0,0.0,Healthcare
647,ELF,75.0,12,80.38,4255164332.601166,-0.067,0,3970068322.316888,392155000.0,82521000.0,0.07435,27056000.0,74045000.0,80688000.0,61175000.0,Consumer Defensive
648,ELME,21.5,4,17.79,1560183080.291748,0.209,1,1886261344.072724,209380000.0,90711000.0,0.00059999997,0.0,40229000.0,73211000.0,0.0,Real Estate
649,ELS,73.0,10,66.53,12989250963.911133,0.097,0,14249208307.410513,1431097000.0,610352000.0,0.04921,0.0,170974000.0,599336000.0,0.0,Real Estate
650,EMKR,3.0,4,1.14,43218425.45768023,1.632,1,113750895.80461437,124126000.0,-30865000.0,-0.10868,-8508000.0,-34318000.0,-12133000.0,-15089000.0,Technology
651,EMN,95.0,19,81.9,9781235282.234192,0.16,1,11346232927.391665,10580000000.0,1731000000.0,-1.0,3000000.0,104000000.0,975000000.0,0.0,Basic Materials
652,EMR,100.0,18,83.09,47477623907.4707,0.204,1,57163059184.59473,19629000000.0,4801000000.0,0.07172,-116000000.0,1393000000.0,2817000000.0,-105000000.0,Industrials
653,ENFN,12.0,7,9.99,730004288.2348022,0.201,1,876735150.1699975,150349000.0,-5620000.0,-0.06506,0.0,38649000.0,14156000.0,0.0,Technology
654,ENLC,14.0,8,10.8,5114836890.331268,0.296,1,6628828609.869324,9527800000.0,1295100000.0,0.048049998,591100000.0,2856200000.0,1049300000.0,0.0,Energy
655,ENLT,21.5,4,16.47,1937300139.2326355,0.305,1,2528176681.6985893,330875000.0,433880000.0,0.01875,170096000.0,89184000.0,255958000.0,87529000.0,Utilities
656,ENPH,285.0,19,193.67,27437615980.59082,0.472,1,40388170723.42969,2330853000.0,522645000.0,0.10972,-431000.0,948804000.0,744817000.0,0.0,Technology
657,ENR,36.0,10,32.56,2363810515.699005,0.106,1,2614374430.3631,3050100000.0,516400000.0,0.05366,0.0,28600000.0,216600000.0,215600000.0,Industrials
658,ENSG,105.0,5,97.3,5422733500.080872,0.079,0,5851129446.58726,3025468000.0,360375000.0,0.058870003,0.0,398007000.0,272513000.0,0.0,Healthcare
659,ENTA,62.0,11,38.49,803917571.0571289,0.611,1,1295111206.9730346,86160000.0,-120827000.0,-0.19579001,127000.0,-10914000.0,-107152000.0,-22370000.0,Healthcare
660,ENTG,97.5,12,75.78,11293872724.3125,0.287,1,14535214196.190187,3282033000.0,765394000.0,0.05347,30015000.0,983140000.0,352283000.0,0.0,Technology
661,ENV,67.0,9,59.72,3273522006.9122314,0.122,1,3672891691.755524,1239784000.0,64524000.0,-0.00148,-230000.0,53267000.0,117037000.0,0.0,Technology
662,ENVA,54.5,4,43.25,1364611025.0,0.26,1,1719409891.5,1736085000.0,427294000.0,0.06341,0.0,528153000.0,893998000.0,0.0,Financial Services
663,ENVX,25.0,11,12.89,2025070613.937378,0.939,1,3926611920.424576,6202000.0,-189345000.0,-0.17204,0.0,6202000.0,-82740000.0,0.0,Industrials
664,EOLS,17.0,9,8.32,467971694.8348999,1.043,1,956066172.5477004,148616000.0,-58723000.0,-0.16527,775000.0,48943000.0,-84912000.0,-76138000.0,Healthcare
665,EOSE,3.5,4,2.52,236514598.209858,0.389,1,328518776.9134928,17924000.0,-207210000.0,-0.79042,-3107000.0,13326000.0,-196857000.0,0.0,Industrials
666,EPAM,407.0,13,282.53,16249289084.79309,0.441,1,23415225571.186844,4824698000.0,788748000.0,0.11476,47777000.0,1066554000.0,464104000.0,0.0,Technology
667,EPC,42.0,9,42.19,2169291597.389221,-0.005,0,2158445139.402275,2171700000.0,304000000.0,0.036259998,4400000.0,84400000.0,94700000.0,-7300000.0,Consumer Defensive
668,EPR,45.5,6,37.77,2833543204.3418884,0.205,1,3414419561.231976,658031000.0,497461000.0,0.03788,-6709000.0,126351000.0,441716000.0,0.0,Real Estate
669,EPRT,27.0,10,24.11,3446066690.118164,0.12,1,3859594692.932344,286506000.0,256327000.0,0.02905,0.0,56272000.0,211022000.0,0.0,Real Estate
670,EQIX,792.5,20,703.82,66318847830.13916,0.126,1,74675022656.7367,7263105000.0,2947402000.0,0.01474,-3166000.0,627568000.0,2963182000.0,0.0,Real Estate
671,EQR,70.0,19,59.61,23319193798.76709,0.174,1,27376733519.752563,2735180000.0,1685846000.0,0.024519999,12157000.0,271183000.0,1454756000.0,0.0,Real Estate
672,EQX,5.49,10,5.59,1839842384.9414065,-0.018,0,1806725222.0124607,952196000.0,202483000.0,0.01372,0.0,-130090000.0,56473000.0,0.0,Basic Materials
674,ERII,25.5,4,23.42,1318061210.2937698,0.089,0,1435368658.0099154,125591000.0,31131000.0,0.07205,6302000.0,21687000.0,12631000.0,0.0,Industrials
675,ERJ,17.0,9,15.55,2855773209.42865,0.093,0,3121360117.9055142,4197200000.0,84700000.0,-0.0073900004,0.0,343200000.0,751300000.0,0.0,Industrials
676,ERO,18.42,10,16.94,1566174197.3758698,0.087,0,1702431352.5475705,426392000.0,185672000.0,0.08493,0.0,-63523000.0,143386000.0,0.0,Basic Materials
677,ES,86.5,16,80.52,28075148145.36792,0.074,0,30152709108.125145,12289336000.0,4187380000.0,0.02971,0.0,2426251000.0,2401293000.0,0.0,Utilities
678,ESAB,68.0,5,55.52,3405718972.0802307,0.225,1,4172005740.7982826,2593480000.0,441235000.0,0.06146,0.0,165365000.0,214358000.0,0.0,Industrials
679,ESI,23.0,8,18.22,4397560960.031921,0.262,1,5549721931.560285,2549400000.0,489700000.0,0.04306,200000.0,149600000.0,299500000.0,-1800000.0,Basic Materials
680,ESMT,25.0,8,17.11,2913114483.9172363,0.461,1,4256060261.003082,303920000.0,38644000.0,0.01217,0.0,87640000.0,52318000.0,0.0,Technology
681,ESRT,8.0,5,6.44,1805962724.526276,0.242,1,2243005703.8616347,727041000.0,348870000.0,0.01758,0.0,102947000.0,211173000.0,0.0,Real Estate
682,ESS,248.0,16,209.44,13973124866.882324,0.184,1,16544179842.388672,1606814000.0,1085717000.0,0.02596,-20500000.0,166258000.0,975649000.0,0.0,Real Estate
683,ESTC,71.0,17,53.61,5172957622.894287,0.324,1,6848995892.712036,862374000.0,-170298000.0,-0.07887,-12953000.0,253885000.0,5057000.0,-615000.0,Technology
684,ESTE,21.0,5,14.17,1956891067.1762693,0.482,1,2900112561.555231,1695154000.0,1263122000.0,0.19007,0.0,1275511000.0,1018879000.0,0.0,Energy
685,ETN,180.0,15,158.47,63152354328.706055,0.136,1,71741074517.41008,20752000000.0,3985000000.0,0.054819997,954000000.0,1124000000.0,2533000000.0,0.0,Industrials
686,ETNB,33.0,9,14.66,1027060589.94989,1.251,1,2311913387.9772024,0.0,-100020000.0,-0.34969002,2229000.0,0.0,-81090000.0,0.0,Healthcare
687,ETR,120.0,15,110.57,23573414249.496822,0.085,0,25577154460.70405,13764237000.0,4000053000.0,0.01978,0.0,2021341000.0,2585490000.0,0.0,Utilities
688,ETRN,7.0,8,4.94,2146074344.8581696,0.417,1,3040987346.6640263,1357747000.0,1088647000.0,0.04323,337014000.0,40710000.0,845775000.0,0.0,Energy
689,EURN,21.46,8,16.85,3400060476.974488,0.274,1,4331677047.665498,854669000.0,465756000.0,0.03202,0.0,434899000.0,255553000.0,0.0,Energy
690,EVA,42.0,6,25.39,1965960246.180176,0.654,1,3251698247.182011,1094276000.0,27495000.0,-0.01268,0.0,52598000.0,-88767000.0,0.0,Basic Materials
691,EVBG,33.0,10,31.25,1271778125.0,0.056,0,1342997700.0,431892000.0,-4940000.0,-0.032,0.0,63459000.0,20167000.0,0.0,Technology
692,EVCM,11.0,13,10.34,1997698286.760132,0.064,0,2125550977.1127808,490139000.0,77367000.0,-0.01471,0.0,130607000.0,64802000.0,0.0,Technology
693,EVER,21.0,5,13.66,445408883.0245972,0.537,1,684593453.2088059,404127000.0,-27210000.0,-0.120459996,0.0,-14388000.0,-15791000.0,0.0,Communication Services
694,EVGO,10.0,11,6.49,1925985208.2365725,0.541,1,2967943205.892558,22214000.0,-63593000.0,-0.114659995,0.0,32374000.0,-58794000.0,0.0,Consumer Cyclical
695,EVH,45.0,7,30.85,3425954242.362976,0.459,1,4998467239.607582,1352013000.0,7360000.0,0.0047400002,0.0,444056000.0,-11553000.0,0.0,Healthcare
696,EVRG,64.0,7,63.15,14562958196.681396,0.013,0,14752276653.238256,5859100000.0,2219600000.0,0.02755,0.0,272400000.0,1801900000.0,0.0,Utilities
697,EVTC,40.0,5,32.27,2097095022.748184,0.24,1,2600397828.207748,618409000.0,243245000.0,0.09543,-6112000.0,28613000.0,223361000.0,0.0,Technology
698,EW,85.0,17,83.45,50579040479.92969,0.019,0,51540042249.04836,5382400000.0,1829900000.0,0.13336,135500000.0,149900000.0,1218200000.0,0.0,Healthcare
699,EWCZ,21.5,8,18.71,1174039345.5513,0.149,1,1348971208.0384438,178678000.0,45035000.0,0.03556,0.0,28673000.0,44355000.0,0.0,Consumer Defensive
702,EXAS,75.0,17,64.43,11733024690.134031,0.164,1,13657240739.316011,2084279000.0,-385711000.0,-0.060110003,94381000.0,317192000.0,-223559000.0,0.0,Healthcare
703,EXC,46.0,15,42.93,42661345050.146,0.072,0,45732961893.75652,19078000000.0,7385000000.0,0.02715,0.0,1140000000.0,4870000000.0,0.0,Utilities
704,EXEL,25.0,14,19.89,6415737934.004395,0.257,1,8064582583.043524,1611062000.0,222359000.0,0.04428,20875000.0,176092000.0,362614000.0,0.0,Healthcare
705,EXFY,14.0,8,7.78,636915941.1761284,0.799,1,1145811778.175855,169495000.0,-9844000.0,-0.04839,0.0,26660000.0,32876000.0,0.0,Technology
706,EXK,4.79,8,4.0,765104000.0,0.198,1,916594592.0,210160000.0,50234000.0,0.042480003,-510000.0,44840000.0,54993000.0,0.0,Basic Materials
707,EXLS,187.5,8,158.38,5274149190.600586,0.184,1,6244592641.671094,1412044000.0,265130000.0,0.09097999,16696000.0,289751000.0,166141000.0,0.0,Technology
708,EXP,155.0,11,137.43,5161609407.91626,0.128,1,5822295412.129541,1861522000.0,722937000.0,0.13026,79713000.0,238880000.0,568404000.0,51233000.0,Basic Materials
709,EXPD,98.0,9,105.63,16586339903.763428,-0.072,0,15392123430.69246,17071284000.0,1916506000.0,0.19989,0.0,547767000.0,2129675000.0,0.0,Industrials
710,EXPE,130.0,19,91.49,14280765988.473633,0.421,1,20292968469.62104,11667000000.0,2041000000.0,0.034479998,385000000.0,3069000000.0,3440000000.0,0.0,Consumer Cyclical
711,EXR,174.0,13,160.02,22486651080.3833,0.087,0,24442989724.376648,1924170000.0,1436867000.0,0.060370002,0.0,346808000.0,1238139000.0,0.0,Real Estate
712,EXTR,22.5,6,19.02,2475833459.587097,0.183,1,2928910982.691536,1112321000.0,113028000.0,0.044889998,-873000.0,102903000.0,186032000.0,57855000.0,Technology
713,EYE,28.0,10,18.54,1464587692.163086,0.51,1,2211527415.16626,2079525000.0,190536000.0,0.02337,0.0,-74121000.0,119198000.0,0.0,Consumer Cyclical
714,FA,15.0,8,13.14,1941763655.8545227,0.142,1,2217494094.9858646,810023000.0,232524000.0,0.03006,0.0,97728000.0,212770000.0,0.0,Industrials
715,FANG,173.0,20,142.98,26249697415.618896,0.21,1,31762133872.898865,9643000000.0,7850000000.0,0.16153999,-11000000.0,2846000000.0,6325000000.0,0.0,Energy
716,FARO,33.5,4,23.86,448100355.4626465,0.404,1,629132899.0695556,345765000.0,-5043000.0,-0.01746,-3331000.0,7951000.0,-24856000.0,0.0,Technology
717,FAST,54.0,10,51.51,29459341102.13965,0.048,0,30873389475.04235,6980600000.0,1630900000.0,0.20537001,0.0,969700000.0,941000000.0,0.0,Industrials
718,FATE,7.0,17,5.5,539889900.0,0.273,1,687279842.7,96300000.0,-308386000.0,-0.2259,-6549000.0,40454000.0,-248208000.0,0.0,Healthcare
719,FATH,1.0,5,0.71,95927888.9851532,0.408,1,135066467.6910957,147356000.0,472000.0,-0.01002,6717000.0,8945000.0,3080000.0,0.0,Technology
721,FCEL,3.85,5,2.47,1002158051.6080856,0.559,1,1562364402.4570055,130484000.0,-93415000.0,-0.09774,46604000.0,60899000.0,-117790000.0,-5623000.0,Industrials
722,FCFS,97.5,6,93.07,4310825552.864838,0.048,0,4517745179.402349,2728942000.0,854822000.0,0.045840003,353495000.0,1029977000.0,469305000.0,0.0,Financial Services
723,FCPT,29.0,8,26.33,2266712831.431961,0.101,1,2495650827.406589,223194000.0,167882000.0,0.03836,0.0,23816000.0,142000000.0,0.0,Real Estate
724,FCX,46.0,17,40.32,57685422298.74805,0.141,1,65819066842.87152,22780000000.0,9261000000.0,0.088970006,0.0,-65000000.0,5139000000.0,0.0,Basic Materials
725,FDMT,36.0,7,16.11,535406204.284668,1.235,1,1196632866.5762331,18038000.0,-102814000.0,-0.22352,3880000.0,-14909000.0,-86685000.0,0.0,Healthcare
726,FDS,454.0,9,402.04,15378753998.858644,0.129,1,17362613264.71141,1843892000.0,782397000.0,0.11745,101307000.0,252447000.0,614639000.0,76362000.0,Financial Services
727,FE,45.0,14,41.61,23790643677.61035,0.081,0,25717685815.49679,12459000000.0,3940000000.0,0.02938,0.0,1327000000.0,2683000000.0,0.0,Utilities
728,FENC,15.0,5,8.48,222689875.9788513,0.769,1,393938390.606588,0.0,-17185000.0,-0.45766,0.0,1535000.0,-18058000.0,0.0,Healthcare
729,FERG,157.5,14,124.52,26333737930.06897,0.265,1,33312178481.537247,28566000000.0,3219000000.0,0.12433,99000000.0,5774000000.0,2091000000.0,942000000.0,Industrials
730,FFIV,169.0,13,147.2,8849752136.52649,0.148,1,10159515452.73241,2695845000.0,511154000.0,0.047870003,-24065000.0,92429000.0,509896000.0,67265000.0,Technology
731,FGEN,24.0,4,18.85,1771102605.4420166,0.273,1,2254613616.727688,140734000.0,-282825000.0,-0.26563,0.0,-94575000.0,-145933000.0,0.0,Healthcare
732,FHI,37.0,7,39.76,3547621793.2772827,-0.069,0,3302835889.54115,1445814000.0,337018000.0,0.10901,44066000.0,145367000.0,323948000.0,0.0,Financial Services
734,FINV,5.36,4,3.93,1120851739.039421,0.364,1,1528841772.0497704,9470128000.0,2422075000.0,0.18061,0.0,1664075000.0,268833000.0,0.0,Financial Services
735,FIS,78.0,19,53.72,31798747633.296875,0.452,1,46171781563.547066,14528000000.0,5524000000.0,0.0144299995,25000000.0,651000000.0,3939000000.0,0.0,Technology
736,FISV,133.5,20,112.34,70563674337.17383,0.188,1,83829645112.5625,17737000000.0,6774000000.0,0.028770002,13000000.0,1511000000.0,4618000000.0,0.0,Technology
737,FIVE,222.0,20,206.43,11459692684.405518,0.075,0,12319169635.735931,3076308000.0,450660000.0,0.0695,0.0,227954000.0,314926000.0,0.0,Consumer Cyclical
738,FIVN,89.5,20,72.44,5107411348.132324,0.236,1,6312760426.291553,778846000.0,-27721000.0,-0.03858,0.0,169255000.0,88865000.0,0.0,Technology
740,FL,44.0,18,40.72,3804445282.049561,0.081,0,4112605349.895576,8759000000.0,859000000.0,0.05603,42000000.0,-199000000.0,173000000.0,0.0,Consumer Cyclical
741,FLEX,27.5,8,21.69,9783946957.38324,0.268,1,12406044741.961948,26041000000.0,1868000000.0,0.036960002,412000000.0,1917000000.0,860000000.0,-164000000.0,Technology
742,FLNC,27.0,13,19.19,3533742494.824036,0.407,1,4971975690.217419,1198603000.0,-204268000.0,-0.07101,74426000.0,517837000.0,-179732000.0,102653000.0,Utilities
743,FLNG,35.43,7,32.64,1752183711.2350464,0.085,0,1901119326.690025,347917000.0,273380000.0,0.04774,-967000.0,4469000.0,219882000.0,0.0,Energy
744,FLR,36.0,7,28.84,4098106341.682434,0.248,1,5114436714.419678,13744000000.0,280000000.0,0.01328,0.0,1309121000.0,31000000.0,0.0,Industrials
745,FLS,37.0,9,32.57,4345261369.285584,0.136,1,4936216915.508424,3615120000.0,291576000.0,0.0291,0.0,74060000.0,-40010000.0,0.0,Industrials
746,FLT,240.0,15,207.47,15247302341.711426,0.157,1,17641128809.36012,3427129000.0,1765920000.0,0.06577,0.0,593393000.0,754797000.0,0.0,Technology
747,FLWS,15.0,4,11.38,731326603.354454,0.318,1,963888463.2211704,2207885000.0,63535000.0,0.00973,-22312000.0,85640000.0,13001000.0,7812000.0,Consumer Cyclical
748,FLYW,33.0,13,27.5,2994420000.0,0.2,1,3593304000.0,289375000.0,-23844000.0,-0.02678,0.0,88226000.0,5427000.0,547000.0,Technology
749,FMC,147.0,14,121.88,15352735734.024048,0.206,1,18515399295.233,5802300000.0,1279000000.0,0.07081,50200000.0,757100000.0,582400000.0,0.0,Basic Materials
750,FN,155.0,5,112.29,4108410408.4968567,0.38,1,5669606363.725662,2262224000.0,284280000.0,0.08008,40311000.0,382874000.0,171778000.0,47532000.0,Technology
751,FNA,27.5,4,16.64,1467950794.1558838,0.653,1,2426522662.739676,181383000.0,-22533000.0,-0.08771,0.0,33919000.0,-49181000.0,0.0,Healthcare
752,FND,95.0,20,93.32,9935220447.509766,0.018,0,10114054415.56494,4264473000.0,551783000.0,0.06176,0.0,830940000.0,112450000.0,0.0,Consumer Cyclical
753,FNKO,10.0,7,9.08,457229752.158165,0.101,1,503409957.1261397,1322706000.0,35212000.0,0.043449998,0.0,293413000.0,-40134000.0,0.0,Consumer Cyclical
754,FNV,155.52,12,153.69,30352545962.158203,0.012,0,30716776513.7041,1300000000.0,1116400000.0,0.09041,0.0,15700000.0,999500000.0,0.0,Basic Materials
755,FOCS,53.0,8,51.88,3421844042.4495697,0.022,0,3497124611.38346,2143321000.0,492425000.0,0.02997,0.0,345370000.0,288599000.0,0.0,Financial Services
756,FOLD,16.0,8,11.06,3126828107.1119385,0.447,1,4524520270.990974,329233000.0,-191884000.0,-0.15684,0.0,23719000.0,-166575000.0,0.0,Healthcare
757,FORG,23.25,8,20.45,1767362685.935974,0.137,1,2009491373.9092023,217512000.0,-56348000.0,-0.07614,0.0,40579000.0,-45006000.0,0.0,Technology
758,FORM,32.0,9,29.89,2349246348.0285645,0.071,0,2516042838.7385926,747937000.0,96486000.0,0.04109,0.0,-21737000.0,131786000.0,11000.0,Technology
